# Dataset file - Commit 177 File 3
id,timestamp,category,value,score
1,2026-03-03,api,4138,153415021300
2,2026-03-02,data,6522,205523408100
3,2026-03-01,user,9394,204104713400
4,2026-02-28,api,2130,205788874500
5,2026-02-27,data,8183,167011422900
6,2026-02-26,user,4164,67954902100
7,2026-02-25,ml,6565,47549747000
8,2026-02-24,api,3630,170441709700
9,2026-02-23,api,9313,106209713900
10,2026-02-22,ml,8936,210314258500
11,2026-02-21,data,4062,156274578400
12,2026-02-20,user,4970,36045712300
13,2026-02-19,user,7983,168841748000
14,2026-02-18,user,6381,7307677100
15,2026-02-17,ml,5899,6724079900
16,2026-02-16,api,1811,164227287000
17,2026-02-15,data,8713,162388653800
18,2026-02-14,user,4707,147389943900
19,2026-02-13,user,6036,178599755700
20,2026-02-12,data,7313,6105326600
21,2026-02-11,api,1008,100029428200
22,2026-02-10,user,5996,24159802500
23,2026-02-09,user,8749,116675963800
24,2026-02-08,ml,798,164157612600
25,2026-02-07,ml,391,174542849400
26,2026-02-06,ml,3571,127573267800
27,2026-02-05,api,6910,47680521000
28,2026-02-04,user,1422,72151907700
29,2026-02-03,user,1089,85011350700
30,2026-02-02,user,3904,174410738500
31,2026-02-01,user,16,126971336400
32,2026-01-31,data,477,204132455900
33,2026-01-30,api,5924,106214435000
34,2026-01-29,api,7272,185458829600
35,2026-01-28,ml,8973,107191014300
36,2026-01-27,ml,2901,153554189700
37,2026-01-26,api,4651,128789600200
38,2026-01-25,api,4109,127745342700
39,2026-01-24,user,5272,20189668200
40,2026-01-23,user,8492,72561292300
41,2026-01-22,data,7086,101377983300
42,2026-01-21,api,9646,128616062600
43,2026-01-20,ml,9676,73330838400
44,2026-01-19,ml,4491,191013142700
45,2026-01-18,data,9284,162975270000
46,2026-01-17,data,8321,1776831900
47,2026-01-16,data,475,155196341400
48,2026-01-15,data,6019,202792830100
49,2026-01-14,api,3508,119125399400
50,2026-01-13,ml,2195,31117965200
51,2026-01-12,user,3395,134896335900
52,2026-01-11,ml,698,88158851400
53,2026-01-10,api,4484,158210612300
54,2026-01-09,user,5852,211264194400
55,2026-01-08,user,4310,151217096800
56,2026-01-07,data,8544,205092996300
57,2026-01-06,user,5617,191751175000
58,2026-01-05,ml,3841,95718245100
59,2026-01-04,data,7974,199401459100
60,2026-01-03,api,3036,66804818000
61,2026-01-02,ml,8420,66324603700
62,2026-01-01,api,3147,95052602200
63,2025-12-31,api,1438,179307589400
64,2025-12-30,ml,5777,89794707600
65,2025-12-29,ml,6325,168919014400
66,2025-12-28,ml,246,45635637200
67,2025-12-27,ml,4701,205474396100
68,2025-12-26,ml,3309,76304592900
69,2025-12-25,user,6876,204380720800
70,2025-12-24,user,7390,49722755900
71,2025-12-23,ml,9708,211303125300
72,2025-12-22,user,9719,64631668200
73,2025-12-21,api,5636,184785642200
74,2025-12-20,user,6791,124067550000
75,2025-12-19,ml,7740,137301773200
76,2025-12-18,user,1283,75751727000
