# Dataset file - Commit 70 File 3
id,timestamp,category,value,score
1,2026-03-03,ml,3555,180899082800
2,2026-03-02,user,2095,24759615000
3,2026-03-01,ml,7318,7090428300
4,2026-02-28,user,3322,84051436600
5,2026-02-27,ml,5008,206063253500
6,2026-02-26,ml,9607,89017007900
7,2026-02-25,data,5145,201552565000
8,2026-02-24,api,8169,108686324100
9,2026-02-23,data,3389,138490658200
10,2026-02-22,user,482,5741893600
11,2026-02-21,ml,4239,116079437800
12,2026-02-20,ml,5075,40329220700
13,2026-02-19,api,4284,48549600100
14,2026-02-18,api,4588,86494428800
15,2026-02-17,api,3817,25653044900
16,2026-02-16,api,7658,5997079600
17,2026-02-15,data,7171,198443092500
18,2026-02-14,api,3590,210264373800
19,2026-02-13,data,2779,207810447500
20,2026-02-12,api,366,286098100
21,2026-02-11,api,6289,183881893400
22,2026-02-10,api,6545,190281276100
23,2026-02-09,user,346,35291775600
24,2026-02-08,api,4904,117004121600
25,2026-02-07,ml,5235,44374300400
26,2026-02-06,ml,2449,86356209000
27,2026-02-05,ml,6444,35093183400
28,2026-02-04,api,8905,169623858400
29,2026-02-03,api,5599,167676097200
30,2026-02-02,api,5033,155310412700
31,2026-02-01,ml,4176,149988385400
32,2026-01-31,ml,5290,41682556500
33,2026-01-30,data,9972,138520540400
34,2026-01-29,user,287,29745367100
35,2026-01-28,data,1328,136294859500
36,2026-01-27,ml,475,39776140600
37,2026-01-26,user,719,89919733300
38,2026-01-25,data,2100,179637605600
39,2026-01-24,data,5493,68904472700
40,2026-01-23,data,2939,173385875200
41,2026-01-22,user,2831,26202453100
42,2026-01-21,ml,6873,103369112900
43,2026-01-20,data,5035,181933998100
44,2026-01-19,data,3984,73476386300
45,2026-01-18,api,507,157355181100
46,2026-01-17,api,4096,118942911000
47,2026-01-16,api,2817,130783032700
48,2026-01-15,user,455,141055549300
49,2026-01-14,data,2090,180138248800
50,2026-01-13,ml,7383,114829838700
51,2026-01-12,data,5553,152083879300
52,2026-01-11,data,1670,43019348000
53,2026-01-10,api,3087,118925358000
54,2026-01-09,user,3732,209129438000
55,2026-01-08,user,157,184989624600
56,2026-01-07,user,1169,199915405300
57,2026-01-06,user,6352,13123336800
58,2026-01-05,api,7751,117537344900
59,2026-01-04,api,2357,39894939700
60,2026-01-03,api,3291,134338657800
61,2026-01-02,api,7466,26298456000
62,2026-01-01,user,4962,151448803200
63,2025-12-31,api,2855,30555446200
64,2025-12-30,api,815,95210872000
65,2025-12-29,user,818,128523775500
66,2025-12-28,data,571,84864218300
67,2025-12-27,api,8668,183676637600
68,2025-12-26,ml,9771,203370069300
69,2025-12-25,api,4626,16237840400
70,2025-12-24,data,6192,142967151600
71,2025-12-23,user,1531,171351653500
72,2025-12-22,data,6059,210929597400
73,2025-12-21,user,7270,45964404000
74,2025-12-20,ml,620,11430449800
75,2025-12-19,data,9747,108677690600
76,2025-12-18,api,4339,125601575600
77,2025-12-17,ml,2798,111203810100
78,2025-12-16,user,7031,99656232800
79,2025-12-15,user,4563,88041969300
80,2025-12-14,data,7137,113046074500
81,2025-12-13,data,6343,117859899800
82,2025-12-12,data,8165,81471453000
