# Dataset file - Commit 109 File 2
id,timestamp,category,value,score
1,2026-03-03,api,7185,74799481600
2,2026-03-02,api,7389,56016981500
3,2026-03-01,api,2940,125110456700
4,2026-02-28,ml,4510,148113730700
5,2026-02-27,ml,5784,195261560400
6,2026-02-26,data,8368,76126452600
7,2026-02-25,ml,5124,21577108900
8,2026-02-24,user,4743,98369303200
9,2026-02-23,api,472,124147389000
10,2026-02-22,user,8698,32902163900
11,2026-02-21,data,2067,110937246800
12,2026-02-20,data,7709,77074518600
13,2026-02-19,user,4727,49531611100
14,2026-02-18,ml,7358,146978446800
15,2026-02-17,ml,3737,98255105100
16,2026-02-16,user,7089,25560372700
17,2026-02-15,ml,289,3492850400
18,2026-02-14,user,7158,115694435700
19,2026-02-13,user,9367,197357180100
20,2026-02-12,data,7259,43030861200
21,2026-02-11,api,9566,166745153500
22,2026-02-10,ml,585,128313328500
23,2026-02-09,api,8941,203438918100
24,2026-02-08,api,3783,39511512400
25,2026-02-07,ml,2067,130633328900
26,2026-02-06,user,4548,73889052900
27,2026-02-05,api,1607,2849171100
28,2026-02-04,user,3946,106271814200
29,2026-02-03,ml,8286,66188776700
30,2026-02-02,data,7472,187740881900
31,2026-02-01,api,3220,148032089900
32,2026-01-31,ml,5348,104243749700
33,2026-01-30,data,3539,125704275300
34,2026-01-29,data,4084,32378509500
35,2026-01-28,api,4580,56762037600
36,2026-01-27,data,5988,144758820100
37,2026-01-26,ml,480,158736414100
38,2026-01-25,user,4888,48439343000
39,2026-01-24,data,8829,188691612900
40,2026-01-23,api,6060,211808532900
41,2026-01-22,api,7688,137479274500
42,2026-01-21,data,9368,144469512300
43,2026-01-20,user,2273,37917280000
44,2026-01-19,data,2452,186430677900
45,2026-01-18,data,4110,119493116800
46,2026-01-17,data,1748,83602870100
47,2026-01-16,data,9945,138718747200
48,2026-01-15,data,2289,147734418600
49,2026-01-14,api,3834,214273219800
50,2026-01-13,user,635,194770293400
51,2026-01-12,ml,726,100794774300
52,2026-01-11,data,850,36444211000
53,2026-01-10,ml,6884,47930223900
54,2026-01-09,data,7774,51058693900
55,2026-01-08,api,2883,126145386200
56,2026-01-07,data,6989,184730686700
57,2026-01-06,data,3268,124774133800
58,2026-01-05,user,1108,172161577300
59,2026-01-04,ml,9439,196240338400
60,2026-01-03,ml,7387,186467036300
61,2026-01-02,user,4656,3179521700
62,2026-01-01,data,2253,41797649000
63,2025-12-31,data,8719,82037716600
64,2025-12-30,ml,3702,63447942100
65,2025-12-29,user,8648,145528894300
66,2025-12-28,user,4988,17902761500
67,2025-12-27,ml,3783,74692073000
68,2025-12-26,api,3564,181141380800
69,2025-12-25,data,1756,71076447600
70,2025-12-24,data,3332,129865162500
71,2025-12-23,ml,3286,172348621700
72,2025-12-22,data,6784,178178237100
73,2025-12-21,user,5901,83059494000
74,2025-12-20,api,9261,199970100800
75,2025-12-19,api,9059,10174220700
76,2025-12-18,ml,3609,198963295800
77,2025-12-17,user,2755,50096955000
78,2025-12-16,user,333,79529261200
79,2025-12-15,api,1851,212250715700
80,2025-12-14,api,2653,205352749800
81,2025-12-13,api,677,192564489500
82,2025-12-12,api,1930,105086705000
83,2025-12-11,data,8933,102983513000
84,2025-12-10,data,6855,181039482000
85,2025-12-09,api,471,61660797500
86,2025-12-08,data,275,172484037800
87,2025-12-07,ml,7304,81581203600
88,2025-12-06,api,7011,105504071300
89,2025-12-05,ml,9245,212748842600
90,2025-12-04,ml,5615,151246251500
91,2025-12-03,user,9858,114896597900
92,2025-12-02,api,1644,4100442900
93,2025-12-01,ml,8196,126762475400
94,2025-11-30,data,4272,191122730500
95,2025-11-29,data,4580,71220575100
96,2025-11-28,data,3022,129038811300
97,2025-11-27,data,5317,190857478700
98,2025-11-26,data,8789,30272315700
99,2025-11-25,api,562,145679947900
100,2025-11-24,api,6853,188239353900
101,2025-11-23,user,2305,136734068400
102,2025-11-22,user,6380,75319667800
103,2025-11-21,data,8743,28490439200
104,2025-11-20,user,8795,11731646600
105,2025-11-19,user,5950,198053956700
106,2025-11-18,user,4691,143673437200
107,2025-11-17,user,8608,9396255700
108,2025-11-16,ml,6341,41530935800
109,2025-11-15,user,7506,145520408500
110,2025-11-14,ml,8701,212134001500
111,2025-11-13,data,534,113508964600
112,2025-11-12,api,6127,103149299300
113,2025-11-11,user,2192,13728049400
114,2025-11-10,api,8258,18857095600
115,2025-11-09,data,9989,172449062800
116,2025-11-08,ml,6671,174559581600
117,2025-11-07,api,5435,170873503100
118,2025-11-06,data,2061,21421612800
119,2025-11-05,user,4575,131168325500
120,2025-11-04,user,5490,61557678200
121,2025-11-03,user,9789,42646926700
122,2025-11-02,user,9936,207330933200
123,2025-11-01,user,5603,19092815900
124,2025-10-31,ml,9934,141463575000
125,2025-10-30,user,5263,171950991400
126,2025-10-29,ml,2259,116062869600
