# Dataset file - Commit 158 File 3
id,timestamp,category,value,score
1,2026-03-03,ml,6079,121901526300
2,2026-03-02,user,666,100239944200
3,2026-03-01,user,7650,101251611500
4,2026-02-28,api,7909,192173281100
5,2026-02-27,data,7779,55826394500
6,2026-02-26,api,1507,141905559300
7,2026-02-25,data,5849,54722892200
8,2026-02-24,user,9546,173953384300
9,2026-02-23,api,7500,209590903100
10,2026-02-22,api,9179,22666192600
11,2026-02-21,api,5038,127362643200
12,2026-02-20,api,4222,47947592500
13,2026-02-19,user,517,95286182500
14,2026-02-18,user,5344,108544584200
15,2026-02-17,user,188,203213526400
16,2026-02-16,ml,7061,21971150100
17,2026-02-15,data,701,196120744900
18,2026-02-14,ml,6950,210171382600
19,2026-02-13,user,6658,157038541400
20,2026-02-12,user,373,192960826000
21,2026-02-11,ml,9419,109853235500
22,2026-02-10,user,6971,168494463700
23,2026-02-09,user,4031,66688317000
24,2026-02-08,user,5783,9923255700
25,2026-02-07,ml,146,19159300600
26,2026-02-06,data,8627,165041852600
27,2026-02-05,ml,2556,209562723400
28,2026-02-04,user,3718,34374905200
29,2026-02-03,data,3779,11271020500
30,2026-02-02,ml,8837,180903876500
31,2026-02-01,api,4699,200665133400
32,2026-01-31,api,3913,210837680000
33,2026-01-30,api,9004,121152391400
34,2026-01-29,ml,5196,128561094600
35,2026-01-28,ml,6587,157227138500
36,2026-01-27,data,3518,135494859100
37,2026-01-26,api,8773,152603023200
38,2026-01-25,ml,9895,151283396300
39,2026-01-24,api,9156,188228142400
40,2026-01-23,data,4785,208153379000
41,2026-01-22,user,6978,46778200100
42,2026-01-21,api,5576,155850893600
43,2026-01-20,api,8897,163627813600
44,2026-01-19,data,6599,113091485900
45,2026-01-18,data,1666,137968264600
46,2026-01-17,ml,9233,11279413500
47,2026-01-16,user,6472,109149750400
48,2026-01-15,user,8415,185762436000
49,2026-01-14,data,1972,210220306100
50,2026-01-13,api,6197,4883090300
51,2026-01-12,ml,225,60356263100
52,2026-01-11,user,6479,163037753100
53,2026-01-10,ml,7468,111417178000
54,2026-01-09,user,4966,155324159200
55,2026-01-08,user,3526,158941054200
56,2026-01-07,user,727,131191784200
57,2026-01-06,data,6082,81032958900
58,2026-01-05,ml,6769,102814833200
59,2026-01-04,ml,6568,17397295900
60,2026-01-03,api,9393,195583832200
61,2026-01-02,user,4462,90977814000
62,2026-01-01,ml,5371,40405110300
63,2025-12-31,api,2964,14156014700
64,2025-12-30,user,5751,185585003300
65,2025-12-29,ml,7044,102897444100
66,2025-12-28,ml,7642,163035971400
67,2025-12-27,ml,4662,45861105900
68,2025-12-26,ml,9391,201056122400
69,2025-12-25,data,5326,132298320700
70,2025-12-24,ml,5994,8834676900
71,2025-12-23,data,6479,181873824400
72,2025-12-22,user,6468,191446981700
73,2025-12-21,ml,9331,211111175700
74,2025-12-20,user,8648,13761033200
75,2025-12-19,ml,6890,194206164600
76,2025-12-18,api,9794,144332384400
77,2025-12-17,ml,2331,61240648100
78,2025-12-16,user,7850,98968820900
79,2025-12-15,data,4143,24375535500
80,2025-12-14,user,1046,29325531900
81,2025-12-13,ml,6940,43833969200
82,2025-12-12,api,3587,64393020200
83,2025-12-11,api,5257,140521457800
84,2025-12-10,user,8407,148733983800
85,2025-12-09,api,4215,189543592200
86,2025-12-08,api,2989,168349514200
87,2025-12-07,api,8895,18439302500
88,2025-12-06,api,869,22454899400
89,2025-12-05,api,8998,23374031000
90,2025-12-04,api,5365,30129429000
91,2025-12-03,data,8620,137405966800
92,2025-12-02,user,9918,138132417100
93,2025-12-01,api,3284,187094413900
94,2025-11-30,ml,4239,130515071500
95,2025-11-29,user,2381,162794432400
96,2025-11-28,user,993,96745700100
97,2025-11-27,data,7041,212519765300
98,2025-11-26,ml,802,9295768300
99,2025-11-25,data,939,128727643700
100,2025-11-24,ml,5504,202550623200
101,2025-11-23,user,696,35712533900
102,2025-11-22,user,8130,111055257400
103,2025-11-21,ml,287,182136389300
104,2025-11-20,user,444,194985001900
105,2025-11-19,ml,2752,78825567000
106,2025-11-18,ml,7226,94801511900
107,2025-11-17,ml,8959,112629502100
108,2025-11-16,api,2863,137621650700
109,2025-11-15,user,5676,127654237800
110,2025-11-14,api,8517,42370586100
111,2025-11-13,user,5726,195312679400
112,2025-11-12,api,6772,194473844100
