# Dataset file - Commit 164 File 2
id,timestamp,category,value,score
1,2026-03-03,data,7451,160941736000
2,2026-03-02,data,4091,180882609900
3,2026-03-01,data,1014,84861563100
4,2026-02-28,ml,2652,187482039200
5,2026-02-27,user,6299,95088534100
6,2026-02-26,api,7222,101146961500
7,2026-02-25,api,7771,124606334100
8,2026-02-24,ml,5504,73118920700
9,2026-02-23,api,3557,99059609600
10,2026-02-22,user,2841,106499970600
11,2026-02-21,user,7577,106119046800
12,2026-02-20,ml,9995,89100373100
13,2026-02-19,ml,7620,106814932600
14,2026-02-18,user,9288,21172787400
15,2026-02-17,ml,2767,198143485800
16,2026-02-16,data,1772,133983421400
17,2026-02-15,data,3557,211362489900
18,2026-02-14,user,4620,86055991300
19,2026-02-13,data,9889,59441549500
20,2026-02-12,ml,9697,131798333700
21,2026-02-11,ml,3901,20745148300
22,2026-02-10,ml,5380,196511228900
23,2026-02-09,ml,2030,36081266100
24,2026-02-08,user,397,7397154400
25,2026-02-07,user,1775,39623388700
26,2026-02-06,data,5484,146368330600
27,2026-02-05,api,3740,168396716000
28,2026-02-04,ml,3953,35750876200
29,2026-02-03,user,1242,19080028200
30,2026-02-02,ml,5710,190014266100
31,2026-02-01,user,7432,41028443100
32,2026-01-31,api,1273,17705049300
33,2026-01-30,api,2402,75965064700
34,2026-01-29,data,6589,151024550200
35,2026-01-28,user,1679,155826834400
36,2026-01-27,user,8334,203123544300
37,2026-01-26,api,9992,53421437100
38,2026-01-25,data,7927,30923844600
39,2026-01-24,user,4415,33776768400
40,2026-01-23,user,6529,80585677400
41,2026-01-22,api,1167,82749067600
42,2026-01-21,ml,2835,123639623900
43,2026-01-20,ml,8113,26243307200
44,2026-01-19,api,9148,97222998000
45,2026-01-18,data,48,41402226600
46,2026-01-17,ml,3754,158138084600
47,2026-01-16,api,3675,158323487700
48,2026-01-15,api,2120,21878255400
49,2026-01-14,user,8620,49444857100
50,2026-01-13,data,846,171332541600
51,2026-01-12,user,706,213979027800
52,2026-01-11,ml,6419,43286339000
53,2026-01-10,user,552,31611752000
54,2026-01-09,ml,6645,116351170800
55,2026-01-08,ml,7241,120082219100
56,2026-01-07,api,4416,114487587700
57,2026-01-06,ml,9071,21066589700
58,2026-01-05,ml,5081,128606720500
59,2026-01-04,data,3024,199938694100
60,2026-01-03,user,7263,15966555000
61,2026-01-02,ml,3789,158204848700
62,2026-01-01,ml,8750,1784291900
63,2025-12-31,ml,9585,70278380200
64,2025-12-30,user,1552,150216631500
65,2025-12-29,api,4455,62225489400
66,2025-12-28,api,7145,69798616500
67,2025-12-27,api,6330,37747455400
68,2025-12-26,api,6499,93496618700
69,2025-12-25,ml,3383,142357950000
