# Dataset file - Commit 57 File 3
id,timestamp,category,value,score
1,2026-03-03,user,8851,198329952800
2,2026-03-02,ml,7878,194293399600
3,2026-03-01,ml,194,140124178700
4,2026-02-28,ml,7615,137226902300
5,2026-02-27,ml,2439,82111989900
6,2026-02-26,data,9038,111819508600
7,2026-02-25,data,2383,195724511800
8,2026-02-24,user,2512,47367691200
9,2026-02-23,ml,1422,37661579200
10,2026-02-22,ml,2205,137009431700
11,2026-02-21,user,7777,172240043100
12,2026-02-20,ml,3987,175182474100
13,2026-02-19,ml,4518,132278536200
14,2026-02-18,ml,2621,56809120400
15,2026-02-17,data,4952,32619248300
16,2026-02-16,api,3446,112474059400
17,2026-02-15,data,4239,121552749200
18,2026-02-14,user,4737,69391767000
19,2026-02-13,data,3644,143669300800
20,2026-02-12,ml,4951,209973684900
21,2026-02-11,ml,6804,23040807200
22,2026-02-10,user,5616,108438244400
23,2026-02-09,api,5665,115386935200
24,2026-02-08,user,3723,211740028200
25,2026-02-07,user,5222,17701815700
26,2026-02-06,api,859,86254487500
27,2026-02-05,user,7409,27857885800
28,2026-02-04,user,347,201384942600
29,2026-02-03,ml,2146,177114868200
30,2026-02-02,api,9594,205402279400
31,2026-02-01,data,362,109371063400
32,2026-01-31,api,4343,193512772300
33,2026-01-30,api,1343,129337357200
34,2026-01-29,api,8872,185575808700
35,2026-01-28,user,9785,112536394900
36,2026-01-27,ml,3661,132918685300
37,2026-01-26,user,8548,56536080100
38,2026-01-25,data,6524,12057582300
39,2026-01-24,ml,1689,15030055400
40,2026-01-23,data,4297,50507182400
41,2026-01-22,user,3625,64655673500
42,2026-01-21,user,2102,46269849900
43,2026-01-20,ml,3479,185920481300
44,2026-01-19,user,7194,60360110000
45,2026-01-18,ml,2053,71361948500
46,2026-01-17,user,3197,146289319700
47,2026-01-16,user,3249,5946888300
48,2026-01-15,api,9760,69284991700
49,2026-01-14,api,6663,9414625200
50,2026-01-13,user,8083,153871348800
51,2026-01-12,ml,1726,107864091300
52,2026-01-11,ml,1585,97167702700
53,2026-01-10,user,7607,199199987100
54,2026-01-09,ml,8036,132967496200
55,2026-01-08,data,8902,160995379200
56,2026-01-07,user,479,16995434500
57,2026-01-06,api,6649,191951195100
58,2026-01-05,api,3067,81849257800
59,2026-01-04,data,1489,117453985300
60,2026-01-03,ml,8530,52892743200
61,2026-01-02,ml,5405,86806053300
62,2026-01-01,ml,1379,97001101900
63,2025-12-31,ml,660,153476437000
64,2025-12-30,data,8750,121676217900
65,2025-12-29,api,9732,173867515900
66,2025-12-28,user,4982,71082153400
67,2025-12-27,ml,2694,78370872600
68,2025-12-26,ml,7949,202412631800
69,2025-12-25,api,4294,15963296400
70,2025-12-24,api,693,51239575700
71,2025-12-23,ml,2591,391091200
72,2025-12-22,user,6697,85665566600
73,2025-12-21,data,6018,86551100700
74,2025-12-20,api,8304,196829564400
75,2025-12-19,ml,9265,84420171800
76,2025-12-18,user,3141,122821777600
77,2025-12-17,user,9976,183231824100
78,2025-12-16,user,9404,203958146500
79,2025-12-15,api,6445,66959635500
80,2025-12-14,ml,4507,118716877800
81,2025-12-13,ml,4857,69724949900
82,2025-12-12,ml,7975,205186752000
83,2025-12-11,data,6628,11056818100
84,2025-12-10,user,3838,82127616400
85,2025-12-09,data,8239,11657353000
86,2025-12-08,user,5212,103705191000
87,2025-12-07,data,220,19485038100
88,2025-12-06,ml,5525,159856385500
89,2025-12-05,data,5129,118327265300
90,2025-12-04,api,5430,2011705800
91,2025-12-03,api,8925,86540205300
92,2025-12-02,data,7355,25693863400
93,2025-12-01,api,4362,59069199000
94,2025-11-30,api,112,146899856100
95,2025-11-29,data,1252,43789769000
96,2025-11-28,user,2246,50897109300
97,2025-11-27,user,7579,151417678000
98,2025-11-26,user,6934,24656682100
99,2025-11-25,ml,6212,53732974100
100,2025-11-24,user,329,186234797400
101,2025-11-23,api,3241,135940136300
102,2025-11-22,data,2683,167692819300
103,2025-11-21,api,5135,144576766900
104,2025-11-20,data,7049,88998357100
105,2025-11-19,data,8198,210592629700
106,2025-11-18,ml,1289,149429515900
107,2025-11-17,user,7241,19320330600
108,2025-11-16,ml,9153,198154037000
109,2025-11-15,ml,3702,45835931400
110,2025-11-14,ml,5095,202602425100
111,2025-11-13,user,6686,72118069200
112,2025-11-12,ml,6076,167029866800
113,2025-11-11,data,7312,87655604900
114,2025-11-10,user,5216,113457042900
115,2025-11-09,ml,4643,203644920200
116,2025-11-08,api,3378,172809588700
117,2025-11-07,api,6447,49697897400
118,2025-11-06,ml,518,72294935300
119,2025-11-05,data,3425,109651792000
120,2025-11-04,api,6737,7059301400
121,2025-11-03,user,2624,61101582000
122,2025-11-02,api,3365,138195526100
123,2025-11-01,ml,4534,46666729000
124,2025-10-31,user,6941,130551834000
125,2025-10-30,user,4562,140834760900
126,2025-10-29,data,3432,105663892800
127,2025-10-28,ml,6769,144509790200
128,2025-10-27,user,808,184093814300
129,2025-10-26,user,1159,56425640400
130,2025-10-25,data,1011,147219082000
131,2025-10-24,ml,6961,190981469400
132,2025-10-23,ml,2652,188512272000
133,2025-10-22,api,8445,71356631800
134,2025-10-21,api,3609,55300753300
135,2025-10-20,api,6598,115370087100
136,2025-10-19,data,540,63381823800
137,2025-10-18,user,770,195954123600
138,2025-10-17,api,6698,77841129900
139,2025-10-16,data,9265,57079834600
140,2025-10-15,data,8390,207704919000
141,2025-10-14,data,313,71051203000
142,2025-10-13,api,704,45783165300
143,2025-10-12,api,2073,43229718900
144,2025-10-11,api,5209,24266475600
145,2025-10-10,data,1748,39236920000
146,2025-10-09,data,4628,120529493500
147,2025-10-08,api,3554,171507962700
148,2025-10-07,api,8591,120443013000
149,2025-10-06,data,5152,180381542200
150,2025-10-05,user,8725,160981216300
151,2025-10-04,ml,6820,4655741700
152,2025-10-03,ml,9646,59390602000
153,2025-10-02,user,4047,28709521300
154,2025-10-01,data,2442,79723743500
155,2025-09-30,user,2844,62031384600
156,2025-09-29,user,4168,63774763300
157,2025-09-28,ml,5656,147551727600
158,2025-09-27,user,9848,85292866400
159,2025-09-26,user,9753,13081270500
160,2025-09-25,ml,2533,12622456800
161,2025-09-24,user,3311,39247961800
162,2025-09-23,user,5331,94011410000
163,2025-09-22,ml,2122,77867714200
164,2025-09-21,ml,7076,51631036200
165,2025-09-20,data,7802,16135081400
166,2025-09-19,ml,839,149471383000
167,2025-09-18,api,2465,205861124000
168,2025-09-17,data,2894,15826492000
169,2025-09-16,user,3024,207657044100
170,2025-09-15,ml,3763,168130833800
171,2025-09-14,data,2276,62018953800
172,2025-09-13,data,7487,192916000800
173,2025-09-12,api,2901,70495574000
174,2025-09-11,data,6630,80391586200
175,2025-09-10,data,4018,18092435000
176,2025-09-09,data,2952,212266937500
177,2025-09-08,api,5722,152185847100
178,2025-09-07,user,2514,107801495500
179,2025-09-06,api,3067,104099829500
180,2025-09-05,user,4576,192486070800
181,2025-09-04,api,9839,174846466700
182,2025-09-03,ml,8427,148353297600
183,2025-09-02,api,5106,185366026700
184,2025-09-01,user,9496,55582606300
185,2025-08-31,user,2891,57312526400
186,2025-08-30,api,2061,49971500800
187,2025-08-29,api,3478,178340180900
188,2025-08-28,user,4558,186273366200
189,2025-08-27,ml,5445,178705963500
190,2025-08-26,data,6864,98326836100
191,2025-08-25,api,9985,58690078700
192,2025-08-24,user,5696,187078909900
193,2025-08-23,api,4931,187673591500
194,2025-08-22,data,9045,148835426700
195,2025-08-21,api,1477,24193944000
196,2025-08-20,ml,4342,205220210900
197,2025-08-19,data,3943,208447149700
198,2025-08-18,data,8991,176884107900
199,2025-08-17,user,779,83997542600
200,2025-08-16,api,981,144972971500
201,2025-08-15,api,7210,184901617400
202,2025-08-14,api,1543,74902692100
203,2025-08-13,data,9226,25069299800
204,2025-08-12,api,98,74758988300
205,2025-08-11,ml,6037,131953378900
206,2025-08-10,api,5419,94448027200
207,2025-08-09,ml,833,199528346700
208,2025-08-08,user,9821,81935099800
209,2025-08-07,user,8325,108326680800
210,2025-08-06,user,320,197751311800
211,2025-08-05,ml,7119,28092778000
212,2025-08-04,ml,5597,103556864700
213,2025-08-03,api,5589,99841209200
214,2025-08-02,data,2779,68787661400
215,2025-08-01,ml,1031,90093387700
216,2025-07-31,user,2234,36141607300
217,2025-07-30,ml,417,213941763700
218,2025-07-29,ml,8771,162909645200
219,2025-07-28,ml,9199,184877159500
220,2025-07-27,user,578,9778666600
221,2025-07-26,api,4220,29397889700
222,2025-07-25,data,9537,114815625800
223,2025-07-24,data,8451,162305305900
224,2025-07-23,api,662,192380935100
225,2025-07-22,api,5605,118771375700
226,2025-07-21,user,4331,114566655000
227,2025-07-20,ml,8552,32160887400
228,2025-07-19,data,8595,31576376300
229,2025-07-18,user,3957,9059401300
230,2025-07-17,api,4046,42133239600
231,2025-07-16,api,8414,68461405300
232,2025-07-15,ml,9555,133461100300
233,2025-07-14,api,5958,16521712400
234,2025-07-13,api,6876,168308836500
235,2025-07-12,api,9289,43705754200
236,2025-07-11,user,5582,134056312200
237,2025-07-10,api,4497,193985725100
238,2025-07-09,ml,9124,110536064400
239,2025-07-08,data,1303,27771200800
240,2025-07-07,user,9108,169279935200
241,2025-07-06,ml,6553,111224881600
242,2025-07-05,ml,426,43860579400
243,2025-07-04,user,9316,98647346700
244,2025-07-03,api,9507,30202099500
245,2025-07-02,ml,4596,118228170700
246,2025-07-01,user,9988,79478467400
247,2025-06-30,ml,265,79660982300
248,2025-06-29,data,1390,19229021400
249,2025-06-28,data,2063,193168465300
250,2025-06-27,ml,6910,117793332700
251,2025-06-26,ml,8671,31129483500
252,2025-06-25,data,6908,172946742300
253,2025-06-24,user,9778,27844981000
254,2025-06-23,data,9481,50217692000
255,2025-06-22,ml,9543,146164823100
256,2025-06-21,user,417,182994361600
257,2025-06-20,ml,5592,163088370700
258,2025-06-19,data,7472,67593936400
259,2025-06-18,api,5141,97581912800
260,2025-06-17,ml,8,203993429400
261,2025-06-16,data,710,28782470300
262,2025-06-15,user,1038,192213855100
263,2025-06-14,ml,3564,98636470100
264,2025-06-13,api,8251,95857047900
265,2025-06-12,data,810,198592512900
266,2025-06-11,data,8943,85552136300
267,2025-06-10,api,8816,139434629700
268,2025-06-09,ml,7075,66579408300
269,2025-06-08,data,5380,41730096000
270,2025-06-07,ml,2205,3354357500
271,2025-06-06,data,58,54776682300
272,2025-06-05,ml,9165,71206514400
273,2025-06-04,ml,3047,137375650100
274,2025-06-03,api,3133,157932920200
275,2025-06-02,user,8140,184374175200
276,2025-06-01,user,3142,2510313500
277,2025-05-31,user,4135,138210828300
278,2025-05-30,data,2600,157985217500
279,2025-05-29,api,7665,157905747400
280,2025-05-28,api,735,67754860500
281,2025-05-27,api,920,63257735800
282,2025-05-26,data,3183,166648470100
283,2025-05-25,api,2051,37347040900
284,2025-05-24,user,1073,82748184800
285,2025-05-23,user,1626,91244919300
286,2025-05-22,ml,779,177922001900
287,2025-05-21,user,9146,11353611000
288,2025-05-20,user,9843,68545116300
289,2025-05-19,ml,6423,152659262200
290,2025-05-18,api,1679,57989882600
291,2025-05-17,ml,3373,134645921900
292,2025-05-16,data,3026,124567846700
293,2025-05-15,api,3401,186750819600
294,2025-05-14,api,5920,198962425900
295,2025-05-13,data,4811,118658390600
296,2025-05-12,user,9591,124276035500
297,2025-05-11,api,4735,150127065300
298,2025-05-10,data,744,98418359100
299,2025-05-09,api,2926,83907281000
300,2025-05-08,user,8009,168215982300
301,2025-05-07,ml,3831,102810351100
302,2025-05-06,api,7582,165886117200
303,2025-05-05,user,7290,174772647400
304,2025-05-04,ml,7773,150792740100
305,2025-05-03,data,4372,170831543900
