# Dataset file - Commit 144 File 1
id,timestamp,category,value,score
1,2026-03-03,data,2470,17331346200
2,2026-03-02,user,1563,183199802000
3,2026-03-01,data,4030,67641577300
4,2026-02-28,data,9002,191214125000
5,2026-02-27,data,1122,131134613500
6,2026-02-26,data,5652,57097936900
7,2026-02-25,api,4972,11490340700
8,2026-02-24,ml,9949,154209115800
9,2026-02-23,ml,1350,63981641900
10,2026-02-22,user,3364,208686195200
11,2026-02-21,api,6835,71459307800
12,2026-02-20,ml,7262,172841185000
13,2026-02-19,user,4919,48082155500
14,2026-02-18,api,5434,40332910200
15,2026-02-17,api,8694,149635423400
16,2026-02-16,user,9212,31483158300
17,2026-02-15,data,6012,170650567400
18,2026-02-14,data,2127,30772184000
19,2026-02-13,data,7341,164835503300
20,2026-02-12,ml,466,3045254100
21,2026-02-11,ml,1042,211445003700
22,2026-02-10,data,6812,37607113700
23,2026-02-09,api,4547,62057183800
24,2026-02-08,data,6795,30363828800
25,2026-02-07,api,264,94878563400
26,2026-02-06,api,1112,169497614200
27,2026-02-05,ml,5093,65670731100
28,2026-02-04,ml,1706,160330769400
29,2026-02-03,api,4975,115933344300
30,2026-02-02,data,8026,176629478500
31,2026-02-01,user,6289,164915044800
32,2026-01-31,user,1166,28440298700
33,2026-01-30,api,970,183582838200
34,2026-01-29,user,7382,111236087500
35,2026-01-28,ml,7699,10687084600
36,2026-01-27,data,834,134588617400
37,2026-01-26,user,1396,144187017000
38,2026-01-25,data,658,20643158900
39,2026-01-24,ml,7760,196445918100
40,2026-01-23,user,2237,66508608200
41,2026-01-22,ml,6443,95778898000
42,2026-01-21,api,9031,27008811900
43,2026-01-20,user,9487,212939028700
44,2026-01-19,user,1194,144346237100
45,2026-01-18,ml,6864,116258348800
46,2026-01-17,api,6436,53549661300
47,2026-01-16,user,6904,88857543700
48,2026-01-15,data,2232,14186216100
49,2026-01-14,data,6426,66667490300
50,2026-01-13,user,1276,32370454700
51,2026-01-12,data,4152,73956416900
52,2026-01-11,ml,932,187490155100
53,2026-01-10,user,8216,76359957600
54,2026-01-09,user,3853,165321107900
55,2026-01-08,data,86,37394604400
56,2026-01-07,user,6539,126829903200
57,2026-01-06,user,5436,7098565800
58,2026-01-05,ml,3795,133567710100
59,2026-01-04,data,9481,157755788500
60,2026-01-03,user,5713,195961403300
61,2026-01-02,api,3002,98098478300
62,2026-01-01,user,9113,213911969200
63,2025-12-31,ml,6744,136313414300
64,2025-12-30,data,5164,164972371600
65,2025-12-29,api,6787,108787313500
66,2025-12-28,ml,8358,56689041200
67,2025-12-27,ml,46,173009295100
68,2025-12-26,ml,8445,90586249300
69,2025-12-25,ml,1660,60449021700
70,2025-12-24,api,3142,40744320600
71,2025-12-23,api,8940,98188735900
72,2025-12-22,data,6494,27131676300
73,2025-12-21,ml,9240,140540616300
74,2025-12-20,user,2011,167084803700
75,2025-12-19,data,4455,155520225900
76,2025-12-18,ml,1419,151706672700
77,2025-12-17,ml,6446,147342830200
78,2025-12-16,api,2837,149437059500
79,2025-12-15,data,7370,175190475400
80,2025-12-14,api,5038,195486569500
81,2025-12-13,user,7179,176928642800
82,2025-12-12,user,4632,38080047700
83,2025-12-11,data,5956,60297356600
84,2025-12-10,api,2658,171997735300
85,2025-12-09,ml,9517,79701729800
86,2025-12-08,api,5493,138448856100
87,2025-12-07,api,9424,174371134100
88,2025-12-06,api,5988,210188106300
89,2025-12-05,data,3886,186355278800
90,2025-12-04,data,8185,129791443000
91,2025-12-03,user,3097,14133918300
92,2025-12-02,user,1239,89663082800
93,2025-12-01,ml,1560,162269381800
94,2025-11-30,data,7187,46212398300
95,2025-11-29,ml,3890,21079634600
96,2025-11-28,api,6748,128831916200
97,2025-11-27,data,2958,115560135000
98,2025-11-26,user,1177,167318299300
99,2025-11-25,ml,8947,39261626300
100,2025-11-24,data,1372,154998379700
101,2025-11-23,data,7336,108996740100
102,2025-11-22,api,1677,169362679600
103,2025-11-21,data,6322,169116740000
104,2025-11-20,data,526,205952353300
105,2025-11-19,ml,3975,176784315200
106,2025-11-18,data,3494,207391573300
107,2025-11-17,api,1805,179347857500
108,2025-11-16,ml,4341,23695816900
109,2025-11-15,user,9621,77506851800
110,2025-11-14,ml,453,162319377200
111,2025-11-13,data,2316,192593941500
112,2025-11-12,data,9231,214513673800
113,2025-11-11,api,8270,99480272000
114,2025-11-10,ml,1732,173319459400
115,2025-11-09,user,5310,13875853300
116,2025-11-08,user,3010,66745918200
