# Dataset file - Commit 57 File 2
id,timestamp,category,value,score
1,2026-03-03,ml,9614,50519270900
2,2026-03-02,user,4244,194052859300
3,2026-03-01,user,7265,7566166300
4,2026-02-28,data,647,19917399100
5,2026-02-27,user,7524,58635467500
6,2026-02-26,ml,5564,15368848400
7,2026-02-25,data,9602,26173795900
8,2026-02-24,api,7182,55360953000
9,2026-02-23,api,4600,155394747000
10,2026-02-22,user,3777,67001518000
11,2026-02-21,data,3784,24484245600
12,2026-02-20,ml,5394,147103494200
13,2026-02-19,ml,6036,199023499400
14,2026-02-18,api,895,125854122700
15,2026-02-17,user,9230,174588011400
16,2026-02-16,user,5791,93372749900
17,2026-02-15,ml,3041,151615398700
18,2026-02-14,data,2021,58161943700
19,2026-02-13,ml,669,133540999100
20,2026-02-12,api,5632,163285870900
21,2026-02-11,data,7992,92534129400
22,2026-02-10,api,6537,34925665600
23,2026-02-09,data,6095,90458361900
24,2026-02-08,ml,1561,36902365300
25,2026-02-07,user,5793,90578826100
26,2026-02-06,ml,604,44171786700
27,2026-02-05,data,8210,189248484900
28,2026-02-04,api,1245,174465039500
29,2026-02-03,ml,34,56613290900
30,2026-02-02,data,8379,29472360700
31,2026-02-01,user,4659,34012284800
32,2026-01-31,data,288,68699324800
33,2026-01-30,data,7113,30283289000
34,2026-01-29,data,3039,96899761700
35,2026-01-28,ml,29,46116536500
36,2026-01-27,ml,7178,58385566400
37,2026-01-26,ml,4996,118781653600
38,2026-01-25,ml,9864,176114008000
39,2026-01-24,api,354,180026712200
40,2026-01-23,ml,2352,39849045000
41,2026-01-22,user,7125,26842586600
42,2026-01-21,data,3238,74545713900
43,2026-01-20,api,7506,73064357300
44,2026-01-19,user,8755,56242272800
45,2026-01-18,api,1610,73714809200
46,2026-01-17,user,6299,192951893200
47,2026-01-16,user,5799,152215633200
48,2026-01-15,user,2029,206909510100
49,2026-01-14,data,8611,197187137700
50,2026-01-13,ml,2066,213784392800
51,2026-01-12,ml,5736,156649110900
52,2026-01-11,data,5419,116370998200
53,2026-01-10,user,9961,166920990100
54,2026-01-09,user,2167,144596128900
55,2026-01-08,ml,8778,190780235600
56,2026-01-07,data,1705,61025284300
57,2026-01-06,ml,687,93914005700
58,2026-01-05,data,1215,73278177100
59,2026-01-04,data,534,110490862300
60,2026-01-03,data,6815,118380672800
61,2026-01-02,api,7479,53969520100
62,2026-01-01,ml,6189,184865719000
63,2025-12-31,user,8687,204970101100
64,2025-12-30,api,4902,40060153600
65,2025-12-29,ml,9091,93370905500
66,2025-12-28,ml,2873,127742295300
67,2025-12-27,ml,951,212565372600
68,2025-12-26,ml,3816,193765621100
69,2025-12-25,user,2557,21205661000
70,2025-12-24,user,2570,135879287900
71,2025-12-23,user,453,58222601000
72,2025-12-22,data,5381,119621982800
73,2025-12-21,data,6191,125466702000
74,2025-12-20,data,7567,33334509200
75,2025-12-19,api,242,78216133200
76,2025-12-18,ml,1449,105916680400
77,2025-12-17,api,1636,10006676200
78,2025-12-16,ml,3547,80143437800
79,2025-12-15,user,460,175797624200
80,2025-12-14,ml,9975,101407519700
81,2025-12-13,data,6820,91839469300
82,2025-12-12,api,8398,202060781500
83,2025-12-11,api,846,4422031300
84,2025-12-10,data,2337,121629557400
85,2025-12-09,api,6459,138882974900
86,2025-12-08,api,9751,138271126400
87,2025-12-07,api,3114,141549094100
88,2025-12-06,ml,4264,23569377400
89,2025-12-05,api,5631,194388524600
90,2025-12-04,api,2834,53807394800
91,2025-12-03,data,3563,182659436400
92,2025-12-02,ml,3168,178662344600
93,2025-12-01,user,358,17515609400
94,2025-11-30,user,4088,22066598800
95,2025-11-29,user,7427,91204858800
96,2025-11-28,api,915,42308199900
97,2025-11-27,data,6333,207209048300
98,2025-11-26,data,1755,109358024900
99,2025-11-25,api,1525,200160982400
100,2025-11-24,user,7145,97389610400
101,2025-11-23,api,2504,66213784200
102,2025-11-22,user,8950,104684565100
103,2025-11-21,ml,1169,153605563300
104,2025-11-20,data,4116,22928954200
105,2025-11-19,api,694,194032388600
106,2025-11-18,api,7417,119495919700
107,2025-11-17,ml,3300,188137733100
108,2025-11-16,ml,1615,61126896900
109,2025-11-15,user,2895,203645855800
110,2025-11-14,data,7385,188443415300
111,2025-11-13,api,2964,159443238500
112,2025-11-12,api,4646,28030146400
113,2025-11-11,ml,2865,113081897400
114,2025-11-10,user,7928,178587734600
115,2025-11-09,user,107,3877627500
116,2025-11-08,user,1018,124632662900
117,2025-11-07,user,1255,121534157800
118,2025-11-06,data,7301,123884412800
119,2025-11-05,user,1191,99759652700
120,2025-11-04,data,7992,69038603500
121,2025-11-03,user,454,123722143600
122,2025-11-02,ml,7781,88534388500
123,2025-11-01,ml,1777,47032859200
124,2025-10-31,data,3910,73058806800
125,2025-10-30,data,7830,111140357600
126,2025-10-29,ml,9890,57044455900
127,2025-10-28,user,7404,95916828800
128,2025-10-27,api,1091,186062152700
129,2025-10-26,api,9155,35354319200
130,2025-10-25,data,8548,203008594600
131,2025-10-24,ml,9679,32544735000
132,2025-10-23,api,9970,185231239300
133,2025-10-22,data,4767,117654457700
